,Date,Low,High,Open,Close,Volume
0,2016-10-24,2016-10-24,29.434999465942383,29.274999618530273,29.412500381469727,94154800
1,2016-10-25,2016-10-25,29.59000015258789,29.487499237060547,29.5625,192516000
2,2016-10-26,2016-10-26,28.924999237060547,28.577499389648438,28.897499084472656,264536800
3,2016-10-27,2016-10-27,28.96500015258789,28.84749984741211,28.6200008392334,138248000
4,2016-10-28,2016-10-28,28.802499771118164,28.467500686645508,28.43000030517578,151446800
5,2016-10-31,2016-10-31,28.5575008392334,28.412500381469727,28.385000228881836,105677600
6,2016-11-1,2016-11-1,28.4424991607666,28.364999771118164,27.872499465942383,175303200
7,2016-11-2,2016-11-2,28.087499618530273,27.850000381469727,27.897499084472656,113326800
8,2016-11-3,2016-11-3,27.864999771118164,27.7450008392334,27.457500457763672,107730400
9,2016-11-4,2016-11-4,27.5625,27.13249969482422,27.209999084472656,123348000
10,2016-11-7,2016-11-7,27.627500534057617,27.520000457763672,27.602500915527344,130240000
11,2016-11-8,2016-11-8,27.93000030517578,27.577499389648438,27.764999389648438,97016800
12,2016-11-9,2016-11-9,27.829999923706055,27.469999313354492,27.719999313354492,236705600
13,2016-11-10,2016-11-10,27.772499084472656,27.772499084472656,26.947500228881836,228538000
14,2016-11-11,2016-11-11,27.217500686645508,26.780000686645508,27.107500076293945,136575600
15,2016-11-14,2016-11-14,26.952499389648438,26.927499771118164,26.427499771118164,204702000
16,2016-11-15,2016-11-15,26.920000076293945,26.642499923706055,26.77750015258789,129058000
17,2016-11-16,2016-11-16,27.5575008392334,26.674999237060547,27.497499465942383,235362000
18,2016-11-17,2016-11-17,27.587499618530273,27.452499389648438,27.487499237060547,110528000
19,2016-11-18,2016-11-18,27.635000228881836,27.43000030517578,27.514999389648438,113715600
20,2016-11-21,2016-11-21,27.997499465942383,27.530000686645508,27.9325008392334,117058400
21,2016-11-22,2016-11-22,28.104999542236328,27.987499237060547,27.950000762939453,103862000
22,2016-11-23,2016-11-23,27.877500534057617,27.84000015258789,27.8075008392334,109705600
23,2016-11-25,2016-11-25,27.967500686645508,27.782499313354492,27.947500228881836,45903600
24,2016-11-28,2016-11-28,28.11750030517578,27.857500076293945,27.892499923706055,108776000
25,2016-11-29,2016-11-29,28.00749969482422,27.69499969482422,27.864999771118164,114115200
26,2016-11-30,2016-11-30,28.049999237060547,27.899999618530273,27.6299991607666,144649200
27,2016-12-1,2016-12-1,27.735000610351562,27.592500686645508,27.372499465942383,148347600
28,2016-12-2,2016-12-2,27.522499084472656,27.292499542236328,27.475000381469727,106112000
29,2016-12-5,2016-12-5,27.50749969482422,27.5,27.27750015258789,137298000
30,2016-12-6,2016-12-6,27.59000015258789,27.375,27.487499237060547,104782000
31,2016-12-7,2016-12-7,27.797500610351562,27.315000534057617,27.75749969482422,119994800
32,2016-12-8,2016-12-8,28.107500076293945,27.71500015258789,28.030000686645508,108273200
33,2016-12-9,2016-12-9,28.674999237060547,28.077499389648438,28.487499237060547,137610400
34,2016-12-12,2016-12-12,28.75,28.322500228881836,28.325000762939453,105497600
35,2016-12-13,2016-12-13,28.979999542236328,28.459999084472656,28.797500610351562,174935200
36,2016-12-14,2016-12-14,29.049999237060547,28.760000228881836,28.797500610351562,136127200
37,2016-12-15,2016-12-15,29.1825008392334,28.844999313354492,28.954999923706055,186098000
38,2016-12-16,2016-12-16,29.125,29.11750030517578,28.99250030517578,177404400
39,2016-12-19,2016-12-19,29.344999313354492,28.950000762939453,29.15999984741211,111117600
40,2016-12-20,2016-12-20,29.375,29.184999465942383,29.237499237060547,85700000
41,2016-12-21,2016-12-21,29.350000381469727,29.200000762939453,29.264999389648438,95132800
42,2016-12-22,2016-12-22,29.127500534057617,29.087499618530273,29.072500228881836,104343600
43,2016-12-23,2016-12-23,29.1299991607666,28.897499084472656,29.1299991607666,56998000
44,2016-12-27,2016-12-27,29.450000762939453,29.1299991607666,29.315000534057617,73187600
45,2016-12-28,2016-12-28,29.5049991607666,29.3799991607666,29.190000534057617,83623600
46,2016-12-29,2016-12-29,29.27750015258789,29.112499237060547,29.1825008392334,60158000
47,2016-12-30,2016-12-30,29.299999237060547,29.162500381469727,28.954999923706055,122345200
48,2017-1-3,2017-1-3,29.082500457763672,28.950000762939453,29.037500381469727,115127600
49,2017-1-4,2017-1-4,29.127500534057617,28.962499618530273,29.0049991607666,84472400
50,2017-1-5,2017-1-5,29.21500015258789,28.979999542236328,29.15250015258789,88774400
51,2017-1-6,2017-1-6,29.540000915527344,29.19499969482422,29.477500915527344,127007600
52,2017-1-9,2017-1-9,29.857500076293945,29.487499237060547,29.747499465942383,134247600
53,2017-1-10,2017-1-10,29.844999313354492,29.6924991607666,29.77750015258789,97848400
54,2017-1-11,2017-1-11,29.982500076293945,29.684999465942383,29.9375,110354400
55,2017-1-12,2017-1-12,29.825000762939453,29.725000381469727,29.8125,108344800
56,2017-1-13,2017-1-13,29.905000686645508,29.77750015258789,29.760000228881836,104447600
57,2017-1-17,2017-1-17,30.059999465942383,29.584999084472656,30.0,137759200
58,2017-1-18,2017-1-18,30.125,30.0,29.997499465942383,94852000
59,2017-1-19,2017-1-19,30.022499084472656,29.850000381469727,29.94499969482422,102389200
60,2017-1-20,2017-1-20,30.112499237060547,30.112499237060547,30.0,130391600
61,2017-1-23,2017-1-23,30.202499389648438,30.0,30.020000457763672,88200800
62,2017-1-24,2017-1-24,30.024999618530273,29.887500762939453,29.99250030517578,92844000
63,2017-1-25,2017-1-25,30.524999618530273,30.104999542236328,30.469999313354492,129510400
64,2017-1-26,2017-1-26,30.610000610351562,30.417499542236328,30.485000610351562,105350400
65,2017-1-27,2017-1-27,30.587499618530273,30.53499984741211,30.487499237060547,82251600
66,2017-1-30,2017-1-30,30.407499313354492,30.232500076293945,30.407499313354492,121510000
67,2017-1-31,2017-1-31,30.34749984741211,30.287500381469727,30.337499618530273,196804000
68,2017-2-1,2017-2-1,32.622501373291016,31.75749969482422,32.1875,447940000
69,2017-2-2,2017-2-2,32.34749984741211,31.9950008392334,32.13249969482422,134841600
70,2017-2-3,2017-2-3,32.29750061035156,32.07749938964844,32.27000045776367,98029200
71,2017-2-6,2017-2-6,32.625,32.282501220703125,32.5724983215332,107383600
72,2017-2-7,2017-2-7,33.022499084472656,32.6349983215332,32.88249969482422,152735200
73,2017-2-8,2017-2-8,33.05500030517578,32.837501525878906,33.0099983215332,92016400
74,2017-2-9,2017-2-9,33.11249923706055,32.912498474121094,33.10499954223633,113399600
75,2017-2-10,2017-2-10,33.23500061035156,33.1150016784668,33.029998779296875,80262000
76,2017-2-13,2017-2-13,33.45500183105469,33.27000045776367,33.3224983215332,92141600
77,2017-2-14,2017-2-14,33.772499084472656,33.36750030517578,33.755001068115234,132904800
78,2017-2-15,2017-2-15,34.067501068115234,33.880001068115234,33.877498626708984,142492400
79,2017-2-16,2017-2-16,33.974998474121094,33.91749954223633,33.837501525878906,90338400
80,2017-2-17,2017-2-17,33.95750045776367,33.775001525878906,33.93000030517578,88792800
81,2017-2-21,2017-2-21,34.1875,34.057498931884766,34.17499923706055,98028800
82,2017-2-22,2017-2-22,34.279998779296875,34.10749816894531,34.27750015258789,83347600
83,2017-2-23,2017-2-23,34.369998931884766,34.345001220703125,34.13249969482422,83152800
84,2017-2-24,2017-2-24,34.165000915527344,33.977500915527344,34.165000915527344,87106400
85,2017-2-27,2017-2-27,34.36000061035156,34.28499984741211,34.23249816894531,81029600
86,2017-2-28,2017-2-28,34.36000061035156,34.27000045776367,34.247501373291016,93931600
87,2017-3-1,2017-3-1,35.037498474121094,34.47249984741211,34.9474983215332,145658400
88,2017-3-2,2017-3-2,35.06999969482422,35.0,34.7400016784668,104844000
89,2017-3-3,2017-3-3,34.95750045776367,34.69499969482422,34.94499969482422,84432400
90,2017-3-6,2017-3-6,34.942501068115234,34.842498779296875,34.834999084472656,87000000
91,2017-3-7,2017-3-7,34.994998931884766,34.76499938964844,34.880001068115234,69785200
92,2017-3-8,2017-3-8,34.95000076293945,34.73749923706055,34.75,74828800
93,2017-3-9,2017-3-9,34.6974983215332,34.685001373291016,34.66999816894531,88623600
94,2017-3-10,2017-3-10,34.84000015258789,34.8125,34.78499984741211,78451200
95,2017-3-13,2017-3-13,34.85749816894531,34.712501525878906,34.79999923706055,69686800
96,2017-3-14,2017-3-14,34.912498474121094,34.82500076293945,34.747501373291016,61236400
97,2017-3-15,2017-3-15,35.1875,34.852500915527344,35.1150016784668,102767200
98,2017-3-16,2017-3-16,35.255001068115234,35.18000030517578,35.17250061035156,76928000
99,2017-3-17,2017-3-17,35.25,35.25,34.997501373291016,175540000
100,2017-3-20,2017-3-20,35.375,35.099998474121094,35.3650016784668,86168000
101,2017-3-21,2017-3-21,35.70000076293945,35.52750015258789,34.959999084472656,158119600
102,2017-3-22,2017-3-22,35.400001525878906,34.962501525878906,35.35499954223633,103440800
103,2017-3-23,2017-3-23,35.39500045776367,35.314998626708984,35.22999954223633,81385200
104,2017-3-24,2017-3-24,35.435001373291016,35.375,35.15999984741211,89582400
105,2017-3-27,2017-3-27,35.30500030517578,34.84749984741211,35.220001220703125,94300400
106,2017-3-28,2017-3-28,36.0099983215332,35.227500915527344,35.95000076293945,133499200
107,2017-3-29,2017-3-29,36.122501373291016,35.91999816894531,36.029998779296875,116760000
108,2017-3-30,2017-3-30,36.125,36.04750061035156,35.98249816894531,84829200
109,2017-3-31,2017-3-31,36.067501068115234,35.93000030517578,35.915000915527344,78646800
110,2017-4-3,2017-4-3,36.029998779296875,35.9275016784668,35.92499923706055,79942800
111,2017-4-4,2017-4-4,36.22249984741211,35.8125,36.192501068115234,79565600
